kelas,hari,tanggal,mata_kuliah,waktu
1ka01,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka01,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka01,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka01,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka01,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka01,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka01,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka01,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka01,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka01,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka01,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka02,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka02,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka02,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka02,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka02,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka02,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka02,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka02,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka02,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka02,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka02,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka03,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka03,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka03,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka03,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka03,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka03,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka03,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka03,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka03,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka03,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka03,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka04,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka04,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka04,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka04,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka04,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka04,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka04,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka04,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka04,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka04,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka04,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka05,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka05,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka05,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka05,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka05,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka05,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka05,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka05,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka05,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka05,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka05,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka06,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka06,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka06,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka06,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka06,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka06,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka06,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka06,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka06,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka06,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka06,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka07,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka07,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka07,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka07,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka07,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka07,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka07,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka07,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka07,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka07,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka07,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka08,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka08,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka08,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka08,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka08,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka08,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka08,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka08,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka08,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka08,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka08,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka09,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka09,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka09,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka09,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka09,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka09,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka09,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka09,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka09,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka09,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka09,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka10,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka10,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka10,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka10,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka10,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka10,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka10,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka10,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka10,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka10,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka10,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka11,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka11,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka11,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka11,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka11,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka11,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka11,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka11,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka11,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka11,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka11,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka12,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka12,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka12,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka12,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka12,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka12,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka12,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka12,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka12,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka12,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka12,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka13,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka13,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka13,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka13,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka13,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka13,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka13,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka13,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka13,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka13,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka13,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka14,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka14,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka14,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka14,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka14,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka14,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka14,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka14,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka14,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka14,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka14,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka15,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka15,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka15,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka15,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka15,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka15,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka15,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka15,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka15,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka15,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka15,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka16,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka16,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka16,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka16,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka16,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka16,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka16,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka16,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka16,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka16,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka16,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka17,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka17,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka17,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka17,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka17,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka17,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka17,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka17,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka17,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka17,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka17,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka18,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka18,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka18,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka18,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka18,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka18,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka18,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka18,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka18,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka18,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka18,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka19,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka19,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka19,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka19,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka19,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka19,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka19,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka19,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka19,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka19,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka19,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka20,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka20,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka20,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka20,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka20,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka20,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka20,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka20,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka20,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka20,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka20,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka21,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka21,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka21,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka21,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka21,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka21,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka21,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka21,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka21,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka21,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka21,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka22,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka22,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka22,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka22,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka22,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka22,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka22,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka22,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka22,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka22,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka22,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka23,Jum'at,01 Agustus 2025,Teori Organisasi Umum,19.00 - 20.00
1ka23,Jum'at,01 Agustus 2025,Teknologi Kecerdasan Artifisial,20.15 - 21.15
1ka23,Senin,04 Agustus 2025,Matematika Dasar 2,19.00 - 20.00
1ka23,Selasa,05 Agustus 2025,Bahasa Indonesia,19.00 - 20.00
1ka23,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,19.00 - 20.00
1ka23,Rabu,06 Agustus 2025,Pendidikan Agama Buddha,20.15 - 21.15
1ka23,Rabu,06 Agustus 2025,Pendidikan Agama Hindu,20.15 - 21.15
1ka23,Rabu,06 Agustus 2025,Pendidikan Agama Islam,20.15 - 21.15
1ka23,Rabu,06 Agustus 2025,Pendidikan Agama Katholik,20.15 - 21.15
1ka23,Rabu,06 Agustus 2025,Pendidikan Agama Khonghucu,20.15 - 21.15
1ka23,Rabu,06 Agustus 2025,Pendidikan Agama Kristen,20.15 - 21.15
1ka24,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka24,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka24,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka24,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka24,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka24,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka24,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka24,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka24,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka24,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka24,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka25,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka25,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka25,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka25,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka25,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka25,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka25,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka25,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka25,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka25,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka25,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka26,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka26,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka26,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka26,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka26,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka26,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka26,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka26,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka26,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka26,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka26,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka27,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka27,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka27,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka27,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka27,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
