kelas,hari,tanggal,mata_kuliah,waktu
1ka27,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka27,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka27,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka27,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka27,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka27,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka28,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka28,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka28,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka28,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka28,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka28,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka28,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka28,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka28,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka28,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka28,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka29,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka29,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka29,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka29,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka29,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka29,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka29,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka29,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka29,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka29,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka29,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka30,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka30,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka30,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka30,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka30,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka30,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka30,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka30,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka30,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka30,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka30,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka31,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka31,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka31,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka31,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka31,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka31,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka31,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka31,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka31,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka31,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka31,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka32,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka32,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka32,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka32,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka32,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka32,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka32,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka32,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka32,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka32,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka32,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka33,Jum'at,01 Agustus 2025,Teori Organisasi Umum,09.15 - 10.15
1ka33,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
1ka33,Senin,04 Agustus 2025,Matematika Dasar 2,15.30 - 16.30
1ka33,Selasa,05 Agustus 2025,Bahasa Indonesia,09.15 - 10.15
1ka33,Rabu,06 Agustus 2025,Pendidikan Kewarganegaraan,13.00 - 14.00
1ka33,Kamis,07 Agustus 2025,Pendidikan Agama Buddha,09.15 - 10.15
1ka33,Kamis,07 Agustus 2025,Pendidikan Agama Hindu,09.15 - 10.15
1ka33,Kamis,07 Agustus 2025,Pendidikan Agama Islam,09.15 - 10.15
1ka33,Kamis,07 Agustus 2025,Pendidikan Agama Katholik,09.15 - 10.15
1ka33,Kamis,07 Agustus 2025,Pendidikan Agama Khonghucu,09.15 - 10.15
1ka33,Kamis,07 Agustus 2025,Pendidikan Agama Kristen,09.15 - 10.15
1ka34,Sabtu,02 Agustus 2025,Teknologi Kecerdasan Artifisial,09.15 - 10.15
2ka01,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka01,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka01,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka01,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka01,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka01,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka02,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka02,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka02,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka02,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka02,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka02,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka03,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka03,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka03,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka03,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka03,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka03,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka04,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka04,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka04,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka04,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka04,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka04,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka05,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka05,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka05,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka05,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka05,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka05,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka06,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka06,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka06,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka06,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka06,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka06,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka07,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka07,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka07,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka07,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka07,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka07,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka08,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka08,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka08,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka08,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka08,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka08,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka09,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka09,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka09,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka09,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka09,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka09,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka10,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka10,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka10,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka10,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka10,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka10,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka11,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka11,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka11,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka11,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka11,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka11,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka12,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka12,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka12,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka12,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka12,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka12,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka13,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka13,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka13,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka13,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka13,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka13,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka14,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka14,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka14,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka14,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka14,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka14,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka15,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka15,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka15,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka15,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka15,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka15,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka16,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka16,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka16,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka16,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka16,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka16,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka17,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka17,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka17,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka17,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka17,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka17,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka18,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka18,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka18,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka18,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka18,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka18,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka19,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka19,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka19,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka19,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka19,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka19,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka20,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka20,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka20,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka20,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka20,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka20,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka21,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka21,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka21,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka21,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka21,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka21,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka22,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka22,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka22,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka22,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka22,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka22,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka23,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka23,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka23,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka23,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka23,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka23,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka24,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,19.00 - 20.00
2ka24,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,20.15 - 21.15
2ka24,Senin,04 Agustus 2025,Matematika Lanjut 2 **,19.00 - 20.00
2ka24,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,20.15 - 21.15
2ka24,Selasa,05 Agustus 2025,Sistem Operasi **,20.15 - 21.15
2ka24,Rabu,06 Agustus 2025,Statistika **,19.00 - 20.00
2ka25,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka25,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka25,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka25,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka25,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka25,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka26,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka26,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka26,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka26,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka26,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka26,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka27,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka27,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka27,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka27,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka27,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka27,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka28,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka28,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka28,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka28,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka28,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka28,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka29,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka29,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka29,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka29,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka29,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka29,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka30,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka30,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka30,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka30,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka30,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka30,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka31,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka31,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka31,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka31,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka31,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka31,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka32,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka32,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka32,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka32,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka32,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka32,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka33,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka33,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka33,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka33,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka33,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka33,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
2ka34,Kamis,31 Juli 2025,Pemrograman Berorientasi Objek **,13.00 - 14.00
2ka34,Jum'at,01 Agustus 2025,Pengantar Akuntansi Keuangan,16.45 - 17.45
2ka34,Senin,04 Agustus 2025,Matematika Lanjut 2 **,10.30 - 11.30
2ka34,Senin,04 Agustus 2025,Matematika Sistem Informasi 2,13.00 - 14.00
2ka34,Selasa,05 Agustus 2025,Sistem Operasi **,16.45 - 17.45
2ka34,Rabu,06 Agustus 2025,Statistika **,08.00 - 09.00
3ka01,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka01,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka01,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka01,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka01,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka01,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka02,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka02,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka02,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka02,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka02,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka02,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka03,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
