kelas,hari,tanggal,mata_kuliah,waktu
3ka03,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka03,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka03,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka03,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka03,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka04,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka04,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka04,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka04,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka04,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka04,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka05,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka05,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka05,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka05,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka05,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka05,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka06,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka06,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka06,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka06,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka06,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka06,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka07,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka07,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka07,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka07,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka07,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka07,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka08,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka08,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka08,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka08,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka08,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka08,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka09,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka09,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka09,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka09,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka09,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka09,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka10,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka10,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka10,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka10,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka10,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka10,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka11,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka11,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka11,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka11,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka11,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka11,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka12,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka12,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka12,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka12,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka12,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka12,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka13,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka13,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka13,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka13,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka13,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka13,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka14,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka14,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka14,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka14,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka14,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka14,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka15,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka15,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka15,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka15,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka15,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka15,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka16,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka16,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka16,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka16,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka16,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka16,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka17,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka17,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka17,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka17,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka17,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka17,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka18,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka18,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka18,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka18,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka18,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka18,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka19,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka19,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka19,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka19,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka19,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka19,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka20,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka20,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka20,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka20,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka20,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka20,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka21,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka21,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka21,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka21,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka21,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka21,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka22,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka22,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka22,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka22,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka22,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka22,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka23,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka23,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka23,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka23,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka23,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka23,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka24,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,20.15 - 21.15
3ka24,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,20.15 - 21.15
3ka24,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,20.15 - 21.15
3ka24,Jum'at,01 Agustus 2025,Pengantar Sain Data,19.00 - 20.00
3ka24,Jum'at,01 Agustus 2025,Terapan Teori Graf,20.15 - 21.15
3ka24,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,19.00 - 20.00
3ka25,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka25,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka25,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka25,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka25,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka25,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka26,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka26,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka26,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka26,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka26,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka26,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka27,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka27,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka27,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka27,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka27,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka27,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka28,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka28,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka28,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka28,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka28,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka28,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka29,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka29,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka29,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka29,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka29,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka29,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka30,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka30,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka30,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka30,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka30,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka30,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka31,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka31,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka31,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka31,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka31,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka31,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka32,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka32,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka32,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka32,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka32,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka32,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka33,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka33,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka33,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka33,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka33,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka33,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka34,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka34,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka34,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka34,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka34,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka34,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka35,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka35,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka35,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka35,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka35,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka35,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
3ka36,Selasa,29 Juli 2025,Grafik Komputer dan Pengolahan Citra **,11.45- 12.45
3ka36,Rabu,30 Juli 2025,Pemodelan dan Visualisasi Data,14.15 - 15.15
3ka36,Kamis,31 Juli 2025,Pengantar Akuntansi Keuangan 2,16.45 - 17.45
3ka36,Jum'at,01 Agustus 2025,Pengantar Sain Data,15.30 - 16.30
3ka36,Sabtu,02 Agustus 2025,Terapan Teori Graf,11.45- 12.45
3ka36,Senin,04 Agustus 2025,Sistem Berbasis Pengetahuan **,08.00 - 09.00
4ka01,Selasa,29 Juli 2025,Audit Teknologi Sistem Informasi,08.00 - 09.00
4ka01,Rabu,30 Juli 2025,Sistem Informasi Perbankan,08.00 - 09.00
4ka01,Rabu,30 Juli 2025,Etika dan Profesionalisme TSI,10.30 - 11.30
4ka01,Kamis,31 Juli 2025,Pengantar Bisnis Teknologi Informasi,09.15 - 10.15
4ka01,Kamis,31 Juli 2025,Sistem Informasi SDM,11.45- 12.45
4ka01,Jum'at,01 Agustus 2025,Sistem Informasi Geografis,08.00 - 09.00
4ka01,Jum'at,01 Agustus 2025,Bahasa Inggris Bisnis 2,10.30 - 11.30
4ka02,Selasa,29 Juli 2025,Audit Teknologi Sistem Informasi,08.00 - 09.00
4ka02,Rabu,30 Juli 2025,Sistem Informasi Perbankan,08.00 - 09.00
4ka02,Rabu,30 Juli 2025,Etika dan Profesionalisme TSI,10.30 - 11.30
4ka02,Kamis,31 Juli 2025,Pengantar Bisnis Teknologi Informasi,09.15 - 10.15
4ka02,Kamis,31 Juli 2025,Sistem Informasi SDM,11.45- 12.45
4ka02,Jum'at,01 Agustus 2025,Sistem Informasi Geografis,08.00 - 09.00
4ka02,Jum'at,01 Agustus 2025,Bahasa Inggris Bisnis 2,10.30 - 11.30
4ka03,Selasa,29 Juli 2025,Audit Teknologi Sistem Informasi,08.00 - 09.00
4ka03,Rabu,30 Juli 2025,Sistem Informasi Perbankan,08.00 - 09.00
4ka03,Rabu,30 Juli 2025,Etika dan Profesionalisme TSI,10.30 - 11.30
4ka03,Kamis,31 Juli 2025,Pengantar Bisnis Teknologi Informasi,09.15 - 10.15
4ka03,Kamis,31 Juli 2025,Sistem Informasi SDM,11.45- 12.45
4ka03,Jum'at,01 Agustus 2025,Sistem Informasi Geografis,08.00 - 09.00
4ka03,Jum'at,01 Agustus 2025,Bahasa Inggris Bisnis 2,10.30 - 11.30
4ka04,Selasa,29 Juli 2025,Audit Teknologi Sistem Informasi,08.00 - 09.00
4ka04,Rabu,30 Juli 2025,Sistem Informasi Perbankan,08.00 - 09.00
4ka04,Rabu,30 Juli 2025,Etika dan Profesionalisme TSI,10.30 - 11.30
4ka04,Kamis,31 Juli 2025,Pengantar Bisnis Teknologi Informasi,09.15 - 10.15
4ka04,Kamis,31 Juli 2025,Sistem Informasi SDM,11.45- 12.45
4ka04,Jum'at,01 Agustus 2025,Sistem Informasi Geografis,08.00 - 09.00
4ka04,Jum'at,01 Agustus 2025,Bahasa Inggris Bisnis 2,10.30 - 11.30
4ka05,Selasa,29 Juli 2025,Audit Teknologi Sistem Informasi,08.00 - 09.00
4ka05,Rabu,30 Juli 2025,Sistem Informasi Perbankan,08.00 - 09.00
4ka05,Rabu,30 Juli 2025,Etika dan Profesionalisme TSI,10.30 - 11.30
4ka05,Kamis,31 Juli 2025,Pengantar Bisnis Teknologi Informasi,09.15 - 10.15
4ka05,Kamis,31 Juli 2025,Sistem Informasi SDM,11.45- 12.45
4ka05,Jum'at,01 Agustus 2025,Sistem Informasi Geografis,08.00 - 09.00
4ka05,Jum'at,01 Agustus 2025,Bahasa Inggris Bisnis 2,10.30 - 11.30
4ka06,Selasa,29 Juli 2025,Audit Teknologi Sistem Informasi,08.00 - 09.00
4ka06,Rabu,30 Juli 2025,Sistem Informasi Perbankan,08.00 - 09.00
4ka06,Rabu,30 Juli 2025,Etika dan Profesionalisme TSI,10.30 - 11.30
4ka06,Kamis,31 Juli 2025,Pengantar Bisnis Teknologi Informasi,09.15 - 10.15
4ka06,Kamis,31 Juli 2025,Sistem Informasi SDM,11.45- 12.45
4ka06,Jum'at,01 Agustus 2025,Sistem Informasi Geografis,08.00 - 09.00
4ka06,Jum'at,01 Agustus 2025,Bahasa Inggris Bisnis 2,10.30 - 11.30
4ka07,Selasa,29 Juli 2025,Audit Teknologi Sistem Informasi,08.00 - 09.00
4ka07,Rabu,30 Juli 2025,Sistem Informasi Perbankan,08.00 - 09.00
4ka07,Rabu,30 Juli 2025,Etika dan Profesionalisme TSI,10.30 - 11.30
4ka07,Kamis,31 Juli 2025,Pengantar Bisnis Teknologi Informasi,09.15 - 10.15
4ka07,Kamis,31 Juli 2025,Sistem Informasi SDM,11.45- 12.45
4ka07,Jum'at,01 Agustus 2025,Sistem Informasi Geografis,08.00 - 09.00
4ka07,Jum'at,01 Agustus 2025,Bahasa Inggris Bisnis 2,10.30 - 11.30
4ka08,Selasa,29 Juli 2025,Audit Teknologi Sistem Informasi,08.00 - 09.00
4ka08,Rabu,30 Juli 2025,Sistem Informasi Perbankan,08.00 - 09.00
4ka08,Rabu,30 Juli 2025,Etika dan Profesionalisme TSI,10.30 - 11.30
4ka08,Kamis,31 Juli 2025,Pengantar Bisnis Teknologi Informasi,09.15 - 10.15
4ka08,Kamis,31 Juli 2025,Sistem Informasi SDM,11.45- 12.45
4ka08,Jum'at,01 Agustus 2025,Sistem Informasi Geografis,08.00 - 09.00
4ka08,Jum'at,01 Agustus 2025,Bahasa Inggris Bisnis 2,10.30 - 11.30
4ka09,Selasa,29 Juli 2025,Audit Teknologi Sistem Informasi,08.00 - 09.00
4ka09,Rabu,30 Juli 2025,Sistem Informasi Perbankan,08.00 - 09.00
4ka09,Rabu,30 Juli 2025,Etika dan Profesionalisme TSI,10.30 - 11.30
4ka09,Kamis,31 Juli 2025,Pengantar Bisnis Teknologi Informasi,09.15 - 10.15
4ka09,Kamis,31 Juli 2025,Sistem Informasi SDM,11.45- 12.45
4ka09,Jum'at,01 Agustus 2025,Sistem Informasi Geografis,08.00 - 09.00
4ka09,Jum'at,01 Agustus 2025,Bahasa Inggris Bisnis 2,10.30 - 11.30
4ka10,Selasa,29 Juli 2025,Audit Teknologi Sistem Informasi,08.00 - 09.00
4ka10,Rabu,30 Juli 2025,Sistem Informasi Perbankan,08.00 - 09.00
4ka10,Rabu,30 Juli 2025,Etika dan Profesionalisme TSI,10.30 - 11.30
4ka10,Kamis,31 Juli 2025,Pengantar Bisnis Teknologi Informasi,09.15 - 10.15
4ka10,Kamis,31 Juli 2025,Sistem Informasi SDM,11.45- 12.45
4ka10,Jum'at,01 Agustus 2025,Sistem Informasi Geografis,08.00 - 09.00
4ka10,Jum'at,01 Agustus 2025,Bahasa Inggris Bisnis 2,10.30 - 11.30
4ka11,Selasa,29 Juli 2025,Audit Teknologi Sistem Informasi,08.00 - 09.00
4ka11,Rabu,30 Juli 2025,Sistem Informasi Perbankan,08.00 - 09.00
4ka11,Rabu,30 Juli 2025,Etika dan Profesionalisme TSI,10.30 - 11.30
4ka11,Kamis,31 Juli 2025,Pengantar Bisnis Teknologi Informasi,09.15 - 10.15
4ka11,Kamis,31 Juli 2025,Sistem Informasi SDM,11.45- 12.45
4ka11,Jum'at,01 Agustus 2025,Sistem Informasi Geografis,08.00 - 09.00
4ka11,Jum'at,01 Agustus 2025,Bahasa Inggris Bisnis 2,10.30 - 11.30
